X,Y,Type,Item
15,34,WALKABLE,
16,34,OBSTACLE,6
17,34,OBSTACLE,6
18,34,WALKABLE,
19,34,OBSTACLE,7
20,34,OBSTACLE,7
21,34,WALKABLE,
22,34,OBSTACLE,8
23,34,OBSTACLE,8
24,34,WALKABLE,
25,34,OBSTACLE,9
26,34,OBSTACLE,9
27,34,WALKABLE,
28,34,OBSTACLE,10
29,34,OBSTACLE,10
30,34,WALKABLE,
0,35,WALKABLE,
1,35,OBSTACLE,1
2,35,OBSTACLE,1
3,35,WALKABLE,
4,35,OBSTACLE,2
5,35,OBSTACLE,2
6,35,WALKABLE,
7,35,OBSTACLE,3
8,35,OBSTACLE,3
9,35,WALKABLE,
10,35,OBSTACLE,4
11,35,OBSTACLE,4
12,35,WALKABLE,
13,35,OBSTACLE,5
14,35,OBSTACLE,5
15,35,WALKABLE,
16,35,OBSTACLE,6
17,35,OBSTACLE,6
18,35,WALKABLE,
19,35,OBSTACLE,7
20,35,OBSTACLE,7
21,35,WALKABLE,
22,35,OBSTACLE,8
23,35,OBSTACLE,8
24,35,WALKABLE,
25,35,OBSTACLE,9
26,35,OBSTACLE,9
27,35,WALKABLE,
28,35,OBSTACLE,10
29,35,OBSTACLE,10
30,35,WALKABLE,
0,36,WALKABLE,
1,36,WALKABLE,
2,36,WALKABLE,
3,36,WALKABLE,
4,36,WALKABLE,
5,36,WALKABLE,
6,36,WALKABLE,
7,36,WALKABLE,
8,36,WALKABLE,
9,36,WALKABLE,
10,36,WALKABLE,
11,36,WALKABLE,
12,36,WALKABLE,
13,36,WALKABLE,
14,36,WALKABLE,
15,36,WALKABLE,
16,36,WALKABLE,
17,36,WALKABLE,
18,36,WALKABLE,
19,36,WALKABLE,
20,36,WALKABLE,
21,36,WALKABLE,
22,36,WALKABLE,
23,36,WALKABLE,
24,36,WALKABLE,
25,36,WALKABLE,
26,36,WALKABLE,
27,36,WALKABLE,
28,36,WALKABLE,
29,36,WALKABLE,
30,36,WALKABLE,
0,37,WALKABLE,
1,37,OBSTACLE,1
2,37,OBSTACLE,1
3,37,WALKABLE,
4,37,OBSTACLE,2
5,37,OBSTACLE,2
6,37,WALKABLE,
7,37,OBSTACLE,3
8,37,OBSTACLE,3
9,37,WALKABLE,
10,37,OBSTACLE,4
11,37,OBSTACLE,4
12,37,WALKABLE,
13,37,OBSTACLE,5
14,37,OBSTACLE,5
15,37,WALKABLE,
16,37,OBSTACLE,6
17,37,OBSTACLE,6
18,37,WALKABLE,
19,37,OBSTACLE,7
20,37,OBSTACLE,7
21,37,WALKABLE,
22,37,OBSTACLE,8
23,37,OBSTACLE,8
24,37,WALKABLE,
25,37,OBSTACLE,9
26,37,OBSTACLE,9
27,37,WALKABLE,
28,37,OBSTACLE,10
29,37,OBSTACLE,10
30,37,WALKABLE,
0,38,WALKABLE,
1,38,OBSTACLE,1
2,38,OBSTACLE,1
3,38,WALKABLE,
4,38,OBSTACLE,2
5,38,OBSTACLE,2
6,38,WALKABLE,
7,38,OBSTACLE,3
8,38,OBSTACLE,3
9,38,WALKABLE,
10,38,OBSTACLE,4
11,38,OBSTACLE,4
12,38,WALKABLE,
13,38,OBSTACLE,5
14,38,OBSTACLE,5
15,38,WALKABLE,
16,38,OBSTACLE,6
17,38,OBSTACLE,6
18,38,WALKABLE,
19,38,OBSTACLE,7
20,38,OBSTACLE,7
21,38,WALKABLE,
22,38,OBSTACLE,8
23,38,OBSTACLE,8
24,38,WALKABLE,
25,38,OBSTACLE,9
26,38,OBSTACLE,9
27,38,WALKABLE,
28,38,OBSTACLE,10
29,38,OBSTACLE,10
30,38,WALKABLE,
0,39,WALKABLE,
1,39,OBSTACLE,1
2,39,OBSTACLE,1
3,39,WALKABLE,
4,39,OBSTACLE,2
5,39,OBSTACLE,2
6,39,WALKABLE,
7,39,OBSTACLE,3
8,39,OBSTACLE,3
9,39,WALKABLE,
10,39,OBSTACLE,4
11,39,OBSTACLE,4
12,39,WALKABLE,
13,39,OBSTACLE,5
14,39,OBSTACLE,5
15,39,WALKABLE,
16,39,OBSTACLE,6
17,39,OBSTACLE,6
18,39,WALKABLE,
19,39,OBSTACLE,7
20,39,OBSTACLE,7
21,39,WALKABLE,
22,39,OBSTACLE,8
23,39,OBSTACLE,8
24,39,WALKABLE,
25,39,OBSTACLE,9
26,39,OBSTACLE,9
27,39,WALKABLE,
28,39,OBSTACLE,10
29,39,OBSTACLE,10
30,39,WALKABLE,
0,40,WALKABLE,
1,40,OBSTACLE,1
2,40,OBSTACLE,1
3,40,WALKABLE,
4,40,OBSTACLE,2
5,40,OBSTACLE,2
6,40,WALKABLE,
7,40,OBSTACLE,3
8,40,OBSTACLE,3
9,40,WALKABLE,
10,40,OBSTACLE,4
11,40,OBSTACLE,4
12,40,WALKABLE,
13,40,OBSTACLE,5
14,40,OBSTACLE,5
15,40,WALKABLE,
16,40,OBSTACLE,6
17,40,OBSTACLE,6
18,40,WALKABLE,
19,40,OBSTACLE,7
20,40,OBSTACLE,7
21,40,WALKABLE,
22,40,OBSTACLE,8
23,40,OBSTACLE,8
24,40,WALKABLE,
25,40,OBSTACLE,9
26,40,OBSTACLE,9
27,40,WALKABLE,
28,40,OBSTACLE,10
29,40,OBSTACLE,10
30,40,WALKABLE,
0,41,WALKABLE,
1,41,OBSTACLE,1
2,41,OBSTACLE,1
3,41,WALKABLE,
4,41,OBSTACLE,2
5,41,OBSTACLE,2
6,41,WALKABLE,
7,41,OBSTACLE,3
8,41,OBSTACLE,3
9,41,WALKABLE,
10,41,OBSTACLE,4
11,41,OBSTACLE,4
12,41,WALKABLE,
13,41,OBSTACLE,5
14,41,OBSTACLE,5
15,41,WALKABLE,
16,41,OBSTACLE,6
17,41,OBSTACLE,6
18,41,WALKABLE,
19,41,OBSTACLE,7
20,41,OBSTACLE,7
21,41,WALKABLE,
22,41,OBSTACLE,8
23,41,OBSTACLE,8
24,41,WALKABLE,
25,41,OBSTACLE,9
26,41,OBSTACLE,9
27,41,WALKABLE,
28,41,OBSTACLE,10
29,41,OBSTACLE,10
30,41,WALKABLE,
0,42,WALKABLE,
1,42,WALKABLE,
2,42,WALKABLE,
3,42,WALKABLE,
4,42,WALKABLE,
5,42,WALKABLE,
6,42,WALKABLE,
7,42,WALKABLE,
8,42,WALKABLE,
9,42,WALKABLE,
10,42,WALKABLE,
11,42,WALKABLE,
12,42,WALKABLE,
13,42,WALKABLE,
14,42,WALKABLE,
15,42,WALKABLE,
16,42,WALKABLE,
17,42,WALKABLE,
18,42,WALKABLE,
19,42,WALKABLE,
20,42,WALKABLE,
21,42,WALKABLE,
22,42,WALKABLE,
23,42,WALKABLE,
24,42,WALKABLE,
25,42,WALKABLE,
26,42,WALKABLE,
27,42,WALKABLE,
28,42,WALKABLE,
29,42,WALKABLE,
30,42,WALKABLE,
0,43,WALKABLE,
1,43,OBSTACLE,11
2,43,OBSTACLE,13
3,43,WALKABLE,
4,43,OBSTACLE,15
5,43,OBSTACLE,17
6,43,WALKABLE,
7,43,OBSTACLE,19
8,43,OBSTACLE,21
9,43,WALKABLE,
10,43,OBSTACLE,23
11,43,OBSTACLE,25
12,43,WALKABLE,
13,43,OBSTACLE,27
14,43,OBSTACLE,29
15,43,WALKABLE,
16,43,OBSTACLE,31
17,43,OBSTACLE,33
18,43,WALKABLE,
19,43,OBSTACLE,35
20,43,OBSTACLE,37
21,43,WALKABLE,
22,43,OBSTACLE,39
23,43,OBSTACLE,41
24,43,WALKABLE,
25,43,OBSTACLE,43
26,43,OBSTACLE,45
27,43,WALKABLE,
28,43,OBSTACLE,47
29,43,OBSTACLE,49
30,43,WALKABLE,
0,44,WALKABLE,
1,44,OBSTACLE,11
2,44,OBSTACLE,13
3,44,WALKABLE,
4,44,OBSTACLE,15
5,44,OBSTACLE,17
6,44,WALKABLE,
7,44,OBSTACLE,19
8,44,OBSTACLE,21
9,44,WALKABLE,
10,44,OBSTACLE,23
11,44,OBSTACLE,25
12,44,WALKABLE,
13,44,OBSTACLE,27
14,44,OBSTACLE,29
15,44,WALKABLE,
16,44,OBSTACLE,31
17,44,OBSTACLE,33
18,44,WALKABLE,
19,44,OBSTACLE,35
20,44,OBSTACLE,37
21,44,WALKABLE,
22,44,OBSTACLE,39
23,44,OBSTACLE,41
24,44,WALKABLE,
25,44,OBSTACLE,43
26,44,OBSTACLE,45
27,44,WALKABLE,
28,44,OBSTACLE,47
29,44,OBSTACLE,49
30,44,WALKABLE,
0,45,WALKABLE,
1,45,OBSTACLE,11
2,45,OBSTACLE,13
3,45,WALKABLE,
4,45,OBSTACLE,15
5,45,OBSTACLE,17
6,45,WALKABLE,
7,45,OBSTACLE,19
8,45,OBSTACLE,21
9,45,WALKABLE,
10,45,OBSTACLE,23
11,45,OBSTACLE,25
12,45,WALKABLE,
13,45,OBSTACLE,27
14,45,OBSTACLE,29
15,45,WALKABLE,
16,45,OBSTACLE,31
17,45,OBSTACLE,33
18,45,WALKABLE,
19,45,OBSTACLE,35
20,45,OBSTACLE,37
21,45,WALKABLE,
22,45,OBSTACLE,39
23,45,OBSTACLE,41
24,45,WALKABLE,
25,45,OBSTACLE,43
26,45,OBSTACLE,45
27,45,WALKABLE,
28,45,OBSTACLE,47
29,45,OBSTACLE,49
30,45,WALKABLE,
0,46,WALKABLE,
1,46,OBSTACLE,11
2,46,OBSTACLE,13
3,46,WALKABLE,
4,46,OBSTACLE,15
5,46,OBSTACLE,17
6,46,WALKABLE,
7,46,OBSTACLE,19
8,46,OBSTACLE,21
9,46,WALKABLE,
10,46,OBSTACLE,23
11,46,OBSTACLE,25
12,46,WALKABLE,
13,46,OBSTACLE,27
14,46,OBSTACLE,29
15,46,WALKABLE,
16,46,OBSTACLE,31
17,46,OBSTACLE,33
18,46,WALKABLE,
19,46,OBSTACLE,35
20,46,OBSTACLE,37
21,46,WALKABLE,
22,46,OBSTACLE,39
23,46,OBSTACLE,41
24,46,WALKABLE,
25,46,OBSTACLE,43
26,46,OBSTACLE,45
27,46,WALKABLE,
28,46,OBSTACLE,47
29,46,OBSTACLE,49
30,46,WALKABLE,
0,47,WALKABLE,
1,47,OBSTACLE,11
2,47,OBSTACLE,13
3,47,WALKABLE,
4,47,OBSTACLE,15
5,47,OBSTACLE,17
6,47,WALKABLE,
7,47,OBSTACLE,19
8,47,OBSTACLE,21
9,47,WALKABLE,
10,47,OBSTACLE,23
11,47,OBSTACLE,25
12,47,WALKABLE,
13,47,OBSTACLE,27
14,47,OBSTACLE,29
15,47,WALKABLE,
16,47,OBSTACLE,31
17,47,OBSTACLE,33
18,47,WALKABLE,
19,47,OBSTACLE,35
20,47,OBSTACLE,37
21,47,WALKABLE,
22,47,OBSTACLE,39
23,47,OBSTACLE,41
24,47,WALKABLE,
25,47,OBSTACLE,43
26,47,OBSTACLE,45
27,47,WALKABLE,
28,47,OBSTACLE,47
29,47,OBSTACLE,49
30,47,WALKABLE,
0,48,WALKABLE,
1,48,WALKABLE,
2,48,WALKABLE,
3,48,WALKABLE,
4,48,WALKABLE,
5,48,WALKABLE,
6,48,WALKABLE,
7,48,WALKABLE,
8,48,WALKABLE,
9,48,WALKABLE,
10,48,WALKABLE,
11,48,WALKABLE,
12,48,WALKABLE,
13,48,WALKABLE,
14,48,WALKABLE,
15,48,WALKABLE,
16,48,WALKABLE,
17,48,WALKABLE,
18,48,WALKABLE,
19,48,WALKABLE,
20,48,WALKABLE,
21,48,WALKABLE,
22,48,WALKABLE,
23,48,WALKABLE,
24,48,WALKABLE,
25,48,WALKABLE,
26,48,WALKABLE,
27,48,WALKABLE,
28,48,WALKABLE,
29,48,WALKABLE,
30,48,WALKABLE,
0,49,WALKABLE,
1,49,OBSTACLE,12
2,49,OBSTACLE,14
3,49,WALKABLE,
4,49,OBSTACLE,16
5,49,OBSTACLE,18
6,49,WALKABLE,
7,49,OBSTACLE,20
8,49,OBSTACLE,22
9,49,WALKABLE,
10,49,OBSTACLE,24
11,49,OBSTACLE,26
12,49,WALKABLE,
13,49,OBSTACLE,28
14,49,OBSTACLE,30
15,49,WALKABLE,
16,49,OBSTACLE,32
17,49,OBSTACLE,34
18,49,WALKABLE,
19,49,OBSTACLE,36
20,49,OBSTACLE,38
21,49,WALKABLE,
22,49,OBSTACLE,40
23,49,OBSTACLE,42
24,49,WALKABLE,
25,49,OBSTACLE,44
26,49,OBSTACLE,46
27,49,WALKABLE,
28,49,OBSTACLE,48
29,49,OBSTACLE,50
30,49,WALKABLE,
0,50,WALKABLE,
1,50,OBSTACLE,12
2,50,OBSTACLE,14
3,50,WALKABLE,
4,50,OBSTACLE,16
5,50,OBSTACLE,18
6,50,WALKABLE,
7,50,OBSTACLE,20
8,50,OBSTACLE,22
9,50,WALKABLE,
10,50,OBSTACLE,24
11,50,OBSTACLE,26
12,50,WALKABLE,
13,50,OBSTACLE,28
14,50,OBSTACLE,30
15,50,WALKABLE,
16,50,OBSTACLE,32
17,50,OBSTACLE,34
18,50,WALKABLE,
19,50,OBSTACLE,36
20,50,OBSTACLE,38
21,50,WALKABLE,
22,50,OBSTACLE,40
23,50,OBSTACLE,42
24,50,WALKABLE,
25,50,OBSTACLE,44
26,50,OBSTACLE,46
27,50,WALKABLE,
28,50,OBSTACLE,48
29,50,OBSTACLE,50
30,50,WALKABLE,
0,51,WALKABLE,
1,51,OBSTACLE,12
2,51,OBSTACLE,14
3,51,WALKABLE,
4,51,OBSTACLE,16
5,51,OBSTACLE,18
6,51,WALKABLE,
7,51,OBSTACLE,20
8,51,OBSTACLE,22
9,51,WALKABLE,
10,51,OBSTACLE,24
11,51,OBSTACLE,26
12,51,WALKABLE,
13,51,OBSTACLE,28
14,51,OBSTACLE,30
15,51,WALKABLE,
16,51,OBSTACLE,32
17,51,OBSTACLE,34
18,51,WALKABLE,
19,51,OBSTACLE,36
20,51,OBSTACLE,38
21,51,WALKABLE,
22,51,OBSTACLE,40
23,51,OBSTACLE,42
24,51,WALKABLE,
25,51,OBSTACLE,44
26,51,OBSTACLE,46
27,51,WALKABLE,
28,51,OBSTACLE,48
29,51,OBSTACLE,50
30,51,WALKABLE,
0,52,WALKABLE,
1,52,OBSTACLE,12
2,52,OBSTACLE,14
3,52,WALKABLE,
4,52,OBSTACLE,16
5,52,OBSTACLE,18
6,52,WALKABLE,
7,52,OBSTACLE,20
8,52,OBSTACLE,22
9,52,WALKABLE,
10,52,OBSTACLE,24
11,52,OBSTACLE,26
12,52,WALKABLE,
13,52,OBSTACLE,28
14,52,OBSTACLE,30
15,52,WALKABLE,
16,52,OBSTACLE,32
17,52,OBSTACLE,34
18,52,WALKABLE,
19,52,OBSTACLE,36
20,52,OBSTACLE,38
21,52,WALKABLE,
22,52,OBSTACLE,40
23,52,OBSTACLE,42
24,52,WALKABLE,
25,52,OBSTACLE,44
26,52,OBSTACLE,46
27,52,WALKABLE,
28,52,OBSTACLE,48
29,52,OBSTACLE,50
30,52,WALKABLE,
0,53,WALKABLE,
1,53,OBSTACLE,12
2,53,OBSTACLE,14
3,53,WALKABLE,
4,53,OBSTACLE,16
5,53,OBSTACLE,18
6,53,WALKABLE,
7,53,OBSTACLE,20
8,53,OBSTACLE,22
9,53,WALKABLE,
10,53,OBSTACLE,24
11,53,OBSTACLE,26
12,53,WALKABLE,
13,53,OBSTACLE,28
14,53,OBSTACLE,30
15,53,WALKABLE,
16,53,OBSTACLE,32
17,53,OBSTACLE,34
18,53,WALKABLE,
19,53,OBSTACLE,36
20,53,OBSTACLE,38
21,53,WALKABLE,
22,53,OBSTACLE,40
23,53,OBSTACLE,42
24,53,WALKABLE,
25,53,OBSTACLE,44
26,53,OBSTACLE,46
27,53,WALKABLE,
28,53,OBSTACLE,48
29,53,OBSTACLE,50
30,53,WALKABLE,
0,54,WALKABLE,
1,54,WALKABLE,
2,54,WALKABLE,
3,54,WALKABLE,
4,54,WALKABLE,
5,54,WALKABLE,
6,54,WALKABLE,
7,54,WALKABLE,
8,54,WALKABLE,
9,54,WALKABLE,
10,54,WALKABLE,
11,54,WALKABLE,
12,54,WALKABLE,
13,54,WALKABLE,
14,54,WALKABLE,
15,54,WALKABLE,
16,54,WALKABLE,
17,54,WALKABLE,
18,54,WALKABLE,
19,54,WALKABLE,
20,54,WALKABLE,
21,54,WALKABLE,
22,54,WALKABLE,
23,54,WALKABLE,
24,54,WALKABLE,
25,54,WALKABLE,
26,54,WALKABLE,
27,54,WALKABLE,
28,54,WALKABLE,
29,54,WALKABLE,
30,54,WALKABLE,
0,55,WALKABLE,
1,55,OBSTACLE,51
2,55,OBSTACLE,51
3,55,WALKABLE,
4,55,OBSTACLE,56
5,55,OBSTACLE,56
6,55,WALKABLE,
7,55,OBSTACLE,61
8,55,OBSTACLE,61
9,55,WALKABLE,
10,55,OBSTACLE,66
11,55,OBSTACLE,66
12,55,WALKABLE,
13,55,OBSTACLE,71
14,55,OBSTACLE,71
15,55,WALKABLE,
16,55,OBSTACLE,76
17,55,OBSTACLE,76
18,55,WALKABLE,
19,55,OBSTACLE,81
20,55,OBSTACLE,81
21,55,WALKABLE,
22,55,OBSTACLE,86
23,55,OBSTACLE,86
24,55,WALKABLE,
25,55,OBSTACLE,91
26,55,OBSTACLE,91
27,55,WALKABLE,
28,55,OBSTACLE,96
29,55,OBSTACLE,96
30,55,WALKABLE,
0,56,WALKABLE,
1,56,OBSTACLE,52
2,56,OBSTACLE,52
3,56,WALKABLE,
4,56,OBSTACLE,57
5,56,OBSTACLE,57
6,56,WALKABLE,
7,56,OBSTACLE,62
8,56,OBSTACLE,62
9,56,WALKABLE,
10,56,OBSTACLE,67
11,56,OBSTACLE,67
12,56,WALKABLE,
13,56,OBSTACLE,72
14,56,OBSTACLE,72
15,56,WALKABLE,
16,56,OBSTACLE,77
17,56,OBSTACLE,77
18,56,WALKABLE,
19,56,OBSTACLE,82
20,56,OBSTACLE,82
21,56,WALKABLE,
22,56,OBSTACLE,87
23,56,OBSTACLE,87
24,56,WALKABLE,
25,56,OBSTACLE,92
26,56,OBSTACLE,92
27,56,WALKABLE,
28,56,OBSTACLE,97
29,56,OBSTACLE,97
30,56,WALKABLE,
0,57,WALKABLE,
1,57,OBSTACLE,53
2,57,OBSTACLE,53
3,57,WALKABLE,
4,57,OBSTACLE,58
5,57,OBSTACLE,58
6,57,WALKABLE,
7,57,OBSTACLE,63
8,57,OBSTACLE,63
9,57,WALKABLE,
10,57,OBSTACLE,68
11,57,OBSTACLE,68
12,57,WALKABLE,
13,57,OBSTACLE,73
14,57,OBSTACLE,73
15,57,WALKABLE,
16,57,OBSTACLE,78
17,57,OBSTACLE,78
18,57,WALKABLE,
19,57,OBSTACLE,83
20,57,OBSTACLE,83
21,57,WALKABLE,
22,57,OBSTACLE,88
23,57,OBSTACLE,88
24,57,WALKABLE,
25,57,OBSTACLE,93
26,57,OBSTACLE,93
27,57,WALKABLE,
28,57,OBSTACLE,98
29,57,OBSTACLE,98
30,57,WALKABLE,
0,58,WALKABLE,
1,58,OBSTACLE,54
2,58,OBSTACLE,54
3,58,WALKABLE,
4,58,OBSTACLE,59
5,58,OBSTACLE,59
6,58,WALKABLE,
7,58,OBSTACLE,64
8,58,OBSTACLE,64
9,58,WALKABLE,
10,58,OBSTACLE,69
11,58,OBSTACLE,69
12,58,WALKABLE,
13,58,OBSTACLE,74
14,58,OBSTACLE,74
15,58,WALKABLE,
16,58,OBSTACLE,79
17,58,OBSTACLE,79
18,58,WALKABLE,
19,58,OBSTACLE,84
20,58,OBSTACLE,84
21,58,WALKABLE,
22,58,OBSTACLE,89
23,58,OBSTACLE,89
24,58,WALKABLE,
25,58,OBSTACLE,94
26,58,OBSTACLE,94
27,58,WALKABLE,
28,58,OBSTACLE,99
29,58,OBSTACLE,99
30,58,WALKABLE,
0,59,WALKABLE,
1,59,OBSTACLE,55
2,59,OBSTACLE,55
3,59,WALKABLE,
4,59,OBSTACLE,60
5,59,OBSTACLE,60
6,59,WALKABLE,
7,59,OBSTACLE,65
8,59,OBSTACLE,65
9,59,WALKABLE,
10,59,OBSTACLE,70
11,59,OBSTACLE,70
12,59,WALKABLE,
13,59,OBSTACLE,75
14,59,OBSTACLE,75
15,59,WALKABLE,
16,59,OBSTACLE,80
17,59,OBSTACLE,80
18,59,WALKABLE,
19,59,OBSTACLE,85
20,59,OBSTACLE,85
21,59,WALKABLE,
22,59,OBSTACLE,90
23,59,OBSTACLE,90
24,59,WALKABLE,
25,59,OBSTACLE,95
26,59,OBSTACLE,95
27,59,WALKABLE,
28,59,OBSTACLE,100
29,59,OBSTACLE,100
30,59,WALKABLE,
0,60,WALKABLE,
1,60,WALKABLE,
2,60,WALKABLE,
3,60,WALKABLE,
4,60,WALKABLE,
5,60,WALKABLE,
6,60,WALKABLE,
7,60,WALKABLE,
8,60,WALKABLE,
9,60,WALKABLE,
10,60,WALKABLE,
11,60,WALKABLE,
12,60,WALKABLE,
13,60,WALKABLE,
14,60,WALKABLE,
15,60,WALKABLE,
16,60,WALKABLE,
17,60,WALKABLE,
18,60,WALKABLE,
19,60,WALKABLE,
20,60,WALKABLE,
21,60,WALKABLE,
22,60,WALKABLE,
23,60,WALKABLE,
24,60,WALKABLE,
25,60,WALKABLE,
26,60,WALKABLE,
27,60,WALKABLE,
28,60,WALKABLE,
29,60,WALKABLE,
30,60,WALKABLE,
